request_number,industry,gender,nation,model
2357,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2358,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2359,Environment,default,austrian,openai/gpt-4o-mini
2360,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2361,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2362,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2363,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2364,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2365,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2366,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2367,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2368,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2369,Environment,default,austrian,openai/gpt-4o-mini
2370,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2371,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2372,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2373,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2374,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2375,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2376,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2377,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2378,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2379,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2380,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2381,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2382,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2383,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2384,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2385,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2386,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2387,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2388,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2389,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2390,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2391,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2392,"Social Services, Health, Beauty Care",default,austrian,openai/gpt-4o-mini
2393,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2394,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2395,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2396,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2397,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2398,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2399,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2400,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2401,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2402,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2403,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2404,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2405,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2406,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2407,Environment,default,austrian,openai/gpt-4o-mini
2408,Environment,default,austrian,openai/gpt-4o-mini
2409,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2410,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2411,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2412,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2413,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2414,Environment,default,austrian,openai/gpt-4o-mini
2415,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2416,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2417,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2418,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2419,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2420,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2421,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2422,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2423,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2424,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2425,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2426,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2427,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2428,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2429,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2430,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2431,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2432,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2433,"Social Services, Health, Beauty Care",default,austrian,openai/gpt-4o-mini
2434,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2435,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2436,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2437,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2438,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2439,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2440,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2441,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2442,Environment,default,austrian,openai/gpt-4o-mini
2443,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2444,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2445,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2446,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2447,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2448,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2449,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2450,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2451,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2452,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2453,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2454,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2455,"Science, Education, Research and Development",default,austrian,openai/gpt-4o-mini
2456,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2457,Environment,default,austrian,openai/gpt-4o-mini
2458,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2459,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2460,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2461,Environment,default,austrian,openai/gpt-4o-mini
2462,"Science, Education, Research and Development",default,austrian,openai/gpt-4o-mini
2463,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2464,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2465,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2466,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2467,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2468,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2469,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2470,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2471,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2472,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2473,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2474,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2475,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2476,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2477,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2478,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2479,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2480,Environment,default,austrian,openai/gpt-4o-mini
2481,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2482,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2483,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2484,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2485,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2486,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2487,Environment,default,austrian,openai/gpt-4o-mini
2488,"Mechanical Engineering, Automotive, Metalworking",default,austrian,openai/gpt-4o-mini
2489,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2490,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2491,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2492,"Social Services, Health, Beauty Care",default,austrian,openai/gpt-4o-mini
2493,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2494,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2495,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2496,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2497,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2498,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2499,"Electrical Engineering, Electronics, Telecommunications, IT",default,austrian,openai/gpt-4o-mini
2500,"Tourism, Hospitality, Leisure",default,austrian,openai/gpt-4o-mini
2501,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2502,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2503,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2504,"Electrical Engineering, Electronics, Telecommunications, IT",default,somalian,openai/gpt-4o-mini
2505,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2506,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2507,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2508,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2509,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2510,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2511,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2512,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2513,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2514,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2515,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2516,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2517,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2518,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2519,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2520,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2521,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2522,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2523,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2524,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2525,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2526,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2527,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2528,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2529,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2530,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2531,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2532,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2533,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2534,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2535,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2536,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2537,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2538,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2539,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2540,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2541,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2542,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2543,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2544,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2545,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2546,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2547,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2548,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2549,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2550,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2551,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2552,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2553,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2554,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2555,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2556,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2557,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2558,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2559,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2560,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2561,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2562,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2563,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2564,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2565,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2566,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2567,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2568,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2569,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2570,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2571,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2572,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2573,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2574,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2575,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2576,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2577,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2578,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2579,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2580,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2581,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2582,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2583,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2584,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2585,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2586,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2587,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2588,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2589,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2590,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2591,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2592,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2593,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2594,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2595,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2596,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2597,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2598,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2599,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2600,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2601,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2602,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2603,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2604,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2605,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2606,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2607,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2608,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2609,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2610,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2611,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2612,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2613,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2614,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2615,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2616,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2617,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2618,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2619,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2620,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2621,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2622,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2623,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2624,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2625,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2626,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2627,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2628,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2629,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2630,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2631,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2632,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2633,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2634,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2635,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2636,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2637,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2638,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2639,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2640,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2641,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2642,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2643,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2644,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2645,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2646,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2647,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2648,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2649,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2650,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2651,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2652,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2653,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2654,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2655,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2656,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2657,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2658,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2659,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2660,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2661,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2662,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2663,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2664,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2665,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2666,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2667,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2668,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2669,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2670,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2671,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2672,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2673,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2674,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2675,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2676,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2677,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2678,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2679,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2680,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2681,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2682,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2683,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2684,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2685,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2686,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2687,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2688,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2689,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2690,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2691,"Trade, Logistics, Transportation",default,somalian,openai/gpt-4o-mini
2692,"Tourism, Hospitality, Leisure",default,somalian,openai/gpt-4o-mini
2693,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2694,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2695,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2696,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
2697,"Agriculture, Horticulture, Forestry",default,somalian,openai/gpt-4o-mini
