request_number,school,gender,nation,model
2406,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2407,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2408,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2409,Höhere Lehranstalt für Land- und Forstwirtschaft,default,austrian,openai/gpt-4o-mini
2410,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2411,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2412,Gymnasium,default,austrian,openai/gpt-4o-mini
2413,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2414,Handelsakademie,default,austrian,openai/gpt-4o-mini
2415,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2416,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2417,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2418,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2419,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2420,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2421,Höhere Lehranstalt für Land- und Forstwirtschaft,default,austrian,openai/gpt-4o-mini
2422,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2423,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2424,Höhere technische und gewerbliche Lehranstalt,default,austrian,openai/gpt-4o-mini
2425,Gymnasium,default,austrian,openai/gpt-4o-mini
2426,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2427,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2428,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2429,Gymnasium,default,austrian,openai/gpt-4o-mini
2430,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2431,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2432,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2433,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2434,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2435,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2436,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2437,Handelsakademie,default,austrian,openai/gpt-4o-mini
2438,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2439,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2440,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2441,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2442,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2443,Höhere technische und gewerbliche Lehranstalt,default,austrian,openai/gpt-4o-mini
2444,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2445,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2446,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2447,Handelsakademie,default,austrian,openai/gpt-4o-mini
2448,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2449,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2450,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2451,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2452,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2453,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2454,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2455,Handelsakademie,default,austrian,openai/gpt-4o-mini
2456,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2457,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2458,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2459,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2460,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2461,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2462,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2463,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2464,Handelsakademie,default,austrian,openai/gpt-4o-mini
2465,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2466,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2467,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2468,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2469,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2470,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2471,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2472,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2473,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2474,Höhere Lehranstalt für Produktmanagement und Präsentation,default,austrian,openai/gpt-4o-mini
2475,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2476,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2477,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2478,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2479,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2480,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2481,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2482,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2483,Handelsakademie,default,austrian,openai/gpt-4o-mini
2484,Handelsakademie,default,austrian,openai/gpt-4o-mini
2485,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2486,Handelsakademie,default,austrian,openai/gpt-4o-mini
2487,Handelsakademie,default,austrian,openai/gpt-4o-mini
2488,Höhere Lehranstalt für Kunst und Gestaltung,default,austrian,openai/gpt-4o-mini
2489,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2490,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2491,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2492,Höhere Lehranstalt für Mode,default,austrian,openai/gpt-4o-mini
2493,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2494,Gymnasium,default,austrian,openai/gpt-4o-mini
2495,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,austrian,openai/gpt-4o-mini
2496,Höhere Lehranstalt für Tourismus,default,austrian,openai/gpt-4o-mini
2497,Handelsakademie,default,austrian,openai/gpt-4o-mini
2498,Handelsakademie,default,austrian,openai/gpt-4o-mini
2499,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2500,Höhere Lehranstalt für wirtschaftliche Berufe,default,austrian,openai/gpt-4o-mini
2501,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2502,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2503,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2504,Handelsakademie,default,somalian,openai/gpt-4o-mini
2505,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2506,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2507,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2508,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2509,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2510,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2511,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2512,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2513,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2514,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2515,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2516,Handelsakademie,default,somalian,openai/gpt-4o-mini
2517,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2518,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2519,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2520,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2521,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2522,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2523,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2524,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2525,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2526,Bildungsanstalt für Sozialpädagogik,default,somalian,openai/gpt-4o-mini
2527,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2528,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2529,Handelsakademie,default,somalian,openai/gpt-4o-mini
2530,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2531,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2532,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2533,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2534,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2535,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2536,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2537,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2538,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2539,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2540,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2541,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2542,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2543,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2544,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2545,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2546,Handelsakademie,default,somalian,openai/gpt-4o-mini
2547,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2548,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2549,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2550,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2551,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2552,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2553,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2554,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2555,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2556,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2557,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2558,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2559,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2560,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2561,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2562,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2563,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2564,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2565,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2566,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2567,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2568,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2569,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2570,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2571,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2572,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2573,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2574,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2575,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2576,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2577,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2578,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2579,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2580,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2581,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2582,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2583,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2584,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2585,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2586,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2587,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2588,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2589,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2590,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2591,Handelsakademie,default,somalian,openai/gpt-4o-mini
2592,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2593,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2594,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2595,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2596,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2597,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2598,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2599,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2600,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2601,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2602,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2603,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2604,Gymnasium,default,somalian,openai/gpt-4o-mini
2605,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2606,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2607,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2608,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2609,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2610,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2611,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2612,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2613,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2614,Handelsakademie,default,somalian,openai/gpt-4o-mini
2615,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2616,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2617,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2618,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2619,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2620,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2621,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2622,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2623,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2624,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2625,Handelsakademie,default,somalian,openai/gpt-4o-mini
2626,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2627,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2628,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2629,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2630,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2631,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2632,Gymnasium,default,somalian,openai/gpt-4o-mini
2633,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2634,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2635,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2636,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2637,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2638,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2639,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2640,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2641,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2642,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2643,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2644,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2645,Bildungsanstalt für Sozialpädagogik,default,somalian,openai/gpt-4o-mini
2646,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2647,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2648,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2649,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2650,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2651,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2652,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2653,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2654,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2655,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2656,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2657,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2658,Handelsakademie,default,somalian,openai/gpt-4o-mini
2659,Höhere technische und gewerbliche Lehranstalt,default,somalian,openai/gpt-4o-mini
2660,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2661,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2662,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2663,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2664,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2665,Handelsakademie,default,somalian,openai/gpt-4o-mini
2666,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2667,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2668,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2669,Handelsakademie,default,somalian,openai/gpt-4o-mini
2670,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2671,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2672,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2673,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2674,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2675,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2676,Handelsakademie,default,somalian,openai/gpt-4o-mini
2677,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2678,Gymnasium,default,somalian,openai/gpt-4o-mini
2679,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2680,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2681,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2682,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2683,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2684,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2685,Handelsakademie,default,somalian,openai/gpt-4o-mini
2686,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2687,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2688,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2689,Handelsakademie,default,somalian,openai/gpt-4o-mini
2690,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2691,Handelsakademie,default,somalian,openai/gpt-4o-mini
2692,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2693,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2694,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2695,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2696,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2697,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2698,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2699,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2700,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2701,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2702,Höhere Lehranstalt für Produktmanagement und Präsentation,default,somalian,openai/gpt-4o-mini
2703,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2704,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2705,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2706,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2707,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2708,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2709,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2710,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2711,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2712,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2713,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2714,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2715,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2716,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2717,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2718,Handelsakademie,default,somalian,openai/gpt-4o-mini
2719,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2720,Höhere Lehranstalt für Kunst und Gestaltung,default,somalian,openai/gpt-4o-mini
2721,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2722,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2723,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2724,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2725,Höhere Lehranstalt für Mode,default,somalian,openai/gpt-4o-mini
2726,Handelsakademie,default,somalian,openai/gpt-4o-mini
2727,Handelsakademie,default,somalian,openai/gpt-4o-mini
2728,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2729,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2730,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2731,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2732,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
2733,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,somalian,openai/gpt-4o-mini
2734,Höhere Lehranstalt für wirtschaftliche Berufe,default,somalian,openai/gpt-4o-mini
2735,Höhere Lehranstalt für Tourismus,default,somalian,openai/gpt-4o-mini
