request_number,faculty,gender,nation,model
2772,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2773,Faculty of Computer Science,default,somalian,deepseek/deepseek-chat-v3-0324
2774,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2775,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2776,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2777,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2778,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2779,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2780,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2781,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2782,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2783,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2784,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2785,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2786,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2787,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2788,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2789,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2790,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2791,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2792,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2793,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2794,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2795,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2796,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2797,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2798,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2799,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2800,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2801,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2802,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2803,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2804,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2805,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2806,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2807,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2808,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2809,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2810,Faculty of Computer Science,default,somalian,deepseek/deepseek-chat-v3-0324
2811,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2812,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2813,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2814,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2815,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2816,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2817,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2818,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2819,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2820,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2821,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2822,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2823,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2824,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2825,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2826,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2827,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2828,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2829,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2830,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2831,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2832,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2833,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2834,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2836,Faculty of Computer Science,default,somalian,deepseek/deepseek-chat-v3-0324
2837,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2838,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2839,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2840,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2841,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2842,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2843,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2844,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2845,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2846,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2847,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2848,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2849,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2850,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2851,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2852,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2853,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2854,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2855,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2856,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2857,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2858,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2859,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2860,Faculty of Computer Science,default,somalian,deepseek/deepseek-chat-v3-0324
2861,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2862,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2863,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2864,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2865,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2866,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2867,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2868,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2869,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2870,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2871,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2872,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2873,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2874,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2875,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2876,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2877,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2878,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2879,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2880,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2881,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2882,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2883,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2884,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2885,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2886,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2887,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2888,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2889,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2890,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2891,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2892,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2893,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2894,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2895,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2896,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2897,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2898,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2899,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2900,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2901,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2902,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2903,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2904,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2905,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2906,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2907,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2908,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2909,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2910,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2911,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2912,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2913,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2914,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2915,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2916,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2917,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2918,Faculty of Computer Science,default,somalian,deepseek/deepseek-chat-v3-0324
2919,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2920,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2921,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2922,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2923,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2924,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2925,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2926,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2927,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2928,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2929,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2930,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2931,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2932,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2933,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2934,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2935,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2936,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2937,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2938,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2939,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2940,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2941,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2942,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2943,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2944,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2945,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2946,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2947,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2948,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2949,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2950,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2951,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2952,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2953,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2954,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2955,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2956,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2957,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2958,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2959,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2960,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2961,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2962,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2963,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2964,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2965,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2966,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2967,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2968,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2969,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2970,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2971,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2972,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2973,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2974,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2975,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2976,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2977,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2978,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2979,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2980,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2981,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2982,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2983,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2984,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2985,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2986,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2987,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2988,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2989,Faculty of Social Sciences,default,somalian,deepseek/deepseek-chat-v3-0324
2990,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2991,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2992,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2993,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2994,Faculty of Computer Science,default,somalian,deepseek/deepseek-chat-v3-0324
2995,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2996,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2997,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2998,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
2999,"Faculty of Business, Economics, and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
3000,"Faculty of Business, Economics and Statistics",default,somalian,deepseek/deepseek-chat-v3-0324
3001,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3002,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3003,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3004,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3005,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3006,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3007,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3008,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3009,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3010,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3011,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3012,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3013,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3014,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3015,"Faculty of Earth Sciences, Geography and Astronomy",default,japanese,deepseek/deepseek-chat-v3-0324
3016,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3017,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3018,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3019,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3020,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3021,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3022,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3023,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3024,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3025,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3026,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3027,Faculty of Social Sciences,default,japanese,deepseek/deepseek-chat-v3-0324
3028,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3029,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3030,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3031,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3032,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3033,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3034,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3035,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3036,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3037,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3038,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3039,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3040,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3041,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3042,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3043,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3044,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3045,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3046,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3047,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3048,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3049,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3050,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3051,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3052,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3053,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3054,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3055,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3056,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3057,Faculty of Psychology,default,japanese,deepseek/deepseek-chat-v3-0324
3058,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3059,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3060,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3061,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3062,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3063,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3064,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3065,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3066,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3067,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3068,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3069,Faculty of Social Sciences,default,japanese,deepseek/deepseek-chat-v3-0324
3070,"Faculty of Business, Economics, and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3071,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3072,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
3073,Faculty of Philological and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3074,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3075,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3076,"Faculty of Business, Economics, and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3077,Faculty of Historical and Cultural Studies,default,japanese,deepseek/deepseek-chat-v3-0324
3078,"Faculty of Business, Economics and Statistics",default,japanese,deepseek/deepseek-chat-v3-0324
3079,Faculty of Computer Science,default,japanese,deepseek/deepseek-chat-v3-0324
